alpha3_code,date,name
ALA,2015-12-06,Independence Day
ALA,2015-12-24,Christmas Eve
ALA,2015-12-25,Christmas Day
ALA,2015-12-26,Second Day of Christmas
ALA,2016-01-01,New Year's Day
ALA,2016-01-06,Epiphany
ALA,2016-03-25,Good Friday
ALA,2016-03-27,Easter Sunday
ALA,2016-03-28,Easter Monday
ALA,2016-05-01,May Day
ALA,2016-05-05,Ascension Day
ALA,2016-05-15,Whit Sunday
ALA,2016-06-09,Åland's Autonomy Day
ALA,2016-06-24,Midsummer Eve
ALA,2016-06-25,Midsummer Day
ALA,2016-11-05,All Saints' Day
ALA,2016-12-06,Independence Day
ALA,2016-12-24,Christmas Eve
ALA,2016-12-25,Christmas Day
ALA,2016-12-26,Second Day of Christmas
ALA,2017-01-01,New Year's Day
ALA,2017-01-06,Epiphany
ALA,2017-04-14,Good Friday
ALA,2017-04-16,Easter Sunday
ALA,2017-04-17,Easter Monday
ALA,2017-05-01,May Day
ALA,2017-05-25,Ascension Day
ALA,2017-06-04,Whit Sunday
ALA,2017-06-09,Åland's Autonomy Day
ALA,2017-06-23,Midsummer Eve
ALA,2017-06-24,Midsummer Day
ALA,2017-11-04,All Saints' Day
ALA,2017-12-06,Independence Day
ALA,2017-12-24,Christmas Eve
ALA,2017-12-25,Christmas Day
ALA,2017-12-26,Second Day of Christmas
ALA,2018-01-01,New Year's Day
ALA,2018-01-06,Epiphany
ALA,2018-03-30,Good Friday
ALA,2018-04-01,Easter Sunday
ALA,2018-04-02,Easter Monday
ALA,2018-05-01,May Day
ALA,2018-05-10,Ascension Day
ALA,2018-05-20,Whit Sunday
ALA,2018-06-09,Åland's Autonomy Day
ALA,2018-06-22,Midsummer Eve
ALA,2018-06-23,Midsummer Day
ALA,2018-11-03,All Saints' Day
ALA,2018-12-06,Independence Day
ALA,2018-12-24,Christmas Eve
ALA,2018-12-25,Christmas Day
ALA,2018-12-26,Second Day of Christmas
ALA,2019-01-01,New Year's Day
ALA,2019-01-06,Epiphany
ALA,2019-04-19,Good Friday
ALA,2019-04-21,Easter Sunday
ALA,2019-04-22,Easter Monday
ALA,2019-05-01,May Day
ALA,2019-05-30,Ascension Day
ALA,2019-06-09,Whit Sunday; Åland's Autonomy Day
ALA,2019-06-21,Midsummer Eve
ALA,2019-06-22,Midsummer Day
ALA,2019-11-02,All Saints' Day
ALA,2019-12-06,Independence Day
ALA,2019-12-24,Christmas Eve
ALA,2019-12-25,Christmas Day
ALA,2019-12-26,Second Day of Christmas
ALA,2020-01-01,New Year's Day
ALA,2020-01-06,Epiphany
ALA,2020-04-10,Good Friday
ALA,2020-04-12,Easter Sunday
ALA,2020-04-13,Easter Monday
ALA,2020-05-01,May Day
ALA,2020-05-21,Ascension Day
ALA,2020-05-31,Whit Sunday
ALA,2020-06-09,Åland's Autonomy Day
ALA,2020-06-19,Midsummer Eve
ALA,2020-06-20,Midsummer Day
ALA,2020-10-31,All Saints' Day
ALA,2020-12-06,Independence Day
ALA,2020-12-24,Christmas Eve
ALA,2020-12-25,Christmas Day
ALA,2020-12-26,Second Day of Christmas
ALA,2021-01-01,New Year's Day
ALA,2021-01-06,Epiphany
ALA,2021-04-02,Good Friday
ALA,2021-04-04,Easter Sunday
ALA,2021-04-05,Easter Monday
ALA,2021-05-01,May Day
ALA,2021-05-13,Ascension Day
ALA,2021-05-23,Whit Sunday
ALA,2021-06-09,Åland's Autonomy Day
ALA,2021-06-25,Midsummer Eve
ALA,2021-06-26,Midsummer Day
ALA,2021-11-06,All Saints' Day
ALA,2021-12-06,Independence Day
ALA,2021-12-24,Christmas Eve
ALA,2021-12-25,Christmas Day
ALA,2021-12-26,Second Day of Christmas
ALA,2022-01-01,New Year's Day
ALA,2022-01-06,Epiphany
ALA,2022-04-15,Good Friday
ALA,2022-04-17,Easter Sunday
ALA,2022-04-18,Easter Monday
ALA,2022-05-01,May Day
ALA,2022-05-26,Ascension Day
ALA,2022-06-05,Whit Sunday
ALA,2022-06-09,Åland's Autonomy Day
ALA,2022-06-24,Midsummer Eve
ALA,2022-06-25,Midsummer Day
ALA,2022-11-05,All Saints' Day
ALA,2022-12-06,Independence Day
ALA,2022-12-24,Christmas Eve
ALA,2022-12-25,Christmas Day
ALA,2022-12-26,Second Day of Christmas
ALA,2023-01-01,New Year's Day
ALA,2023-01-06,Epiphany
ALA,2023-04-07,Good Friday
ALA,2023-04-09,Easter Sunday
ALA,2023-04-10,Easter Monday
ALA,2023-05-01,May Day
ALA,2023-05-18,Ascension Day
ALA,2023-05-28,Whit Sunday
ALA,2023-06-09,Åland's Autonomy Day
ALA,2023-06-23,Midsummer Eve
ALA,2023-06-24,Midsummer Day
ALA,2023-11-04,All Saints' Day
ALA,2023-12-06,Independence Day
ALA,2023-12-24,Christmas Eve
ALA,2023-12-25,Christmas Day
ALA,2023-12-26,Second Day of Christmas
ALA,2024-01-01,New Year's Day
ALA,2024-01-06,Epiphany
ALA,2024-03-29,Good Friday
ALA,2024-03-31,Easter Sunday
ALA,2024-04-01,Easter Monday
ALA,2024-05-01,May Day
ALA,2024-05-09,Ascension Day
ALA,2024-05-19,Whit Sunday
ALA,2024-06-09,Åland's Autonomy Day
ALA,2024-06-21,Midsummer Eve
ALA,2024-06-22,Midsummer Day
ALA,2024-11-02,All Saints' Day
ALA,2024-12-06,Independence Day
ALA,2024-12-24,Christmas Eve
ALA,2024-12-25,Christmas Day
ALA,2024-12-26,Second Day of Christmas
ALA,2025-01-01,New Year's Day
ALA,2025-01-06,Epiphany
ALA,2025-04-18,Good Friday
ALA,2025-04-20,Easter Sunday
ALA,2025-04-21,Easter Monday
ALA,2025-05-01,May Day
ALA,2025-05-29,Ascension Day
ALA,2025-06-08,Whit Sunday
ALA,2025-06-09,Åland's Autonomy Day
ALA,2025-06-20,Midsummer Eve
ALA,2025-06-21,Midsummer Day
ALA,2025-11-01,All Saints' Day
ALA,2025-12-06,Independence Day
ALA,2025-12-24,Christmas Eve
ALA,2025-12-25,Christmas Day
ALA,2025-12-26,Second Day of Christmas
ALA,2026-01-01,New Year's Day
ALA,2026-01-06,Epiphany
ALA,2026-04-03,Good Friday
ALA,2026-04-05,Easter Sunday
ALA,2026-04-06,Easter Monday
ALA,2026-05-01,May Day
ALA,2026-05-14,Ascension Day
ALA,2026-05-24,Whit Sunday
ALA,2026-06-09,Åland's Autonomy Day
ALA,2026-06-19,Midsummer Eve
ALA,2026-06-20,Midsummer Day
ALA,2026-10-31,All Saints' Day
ALA,2026-12-06,Independence Day
ALA,2026-12-24,Christmas Eve
ALA,2026-12-25,Christmas Day
ALA,2026-12-26,Second Day of Christmas
ALB,2015-01-01,New Year's Day
ALB,2015-01-02,New Year's Day
ALB,2015-03-14,Summer Day
ALB,2015-03-16,Summer Day (observed)
ALB,2015-03-22,Nowruz Day
ALB,2015-03-23,Nowruz Day (observed)
ALB,2015-04-05,Catholic Easter Sunday
ALB,2015-04-06,Catholic Easter Sunday (observed)
ALB,2015-04-12,Orthodox Easter Sunday
ALB,2015-04-13,Orthodox Easter Sunday (observed)
ALB,2015-05-01,International Workers' Day
ALB,2015-07-17,Eid al-Fitr (estimated)
ALB,2015-09-23,Eid al-Adha (estimated)
ALB,2015-10-19,Mother Teresa Beatification Day
ALB,2015-11-28,Flag and Independence Day
ALB,2015-11-29,Liberation Day
ALB,2015-11-30,Flag and Independence Day (observed)
ALB,2015-12-01,Liberation Day (observed)
ALB,2015-12-08,National Youth Day
ALB,2015-12-25,Christmas Day
ALB,2016-01-01,New Year's Day
ALB,2016-01-02,New Year's Day
ALB,2016-01-04,New Year's Day (observed)
ALB,2016-03-14,Summer Day
ALB,2016-03-22,Nowruz Day
ALB,2016-03-27,Catholic Easter Sunday
ALB,2016-03-28,Catholic Easter Sunday (observed)
ALB,2016-05-01,International Workers' Day; Orthodox Easter Sunday
ALB,2016-05-02,International Workers' Day (observed); Orthodox Easter Sunday (observed)
ALB,2016-07-06,Eid al-Fitr (estimated)
ALB,2016-09-11,Eid al-Adha (estimated)
ALB,2016-09-12,"Eid al-Adha (observed, estimated)"
ALB,2016-10-19,Mother Teresa Beatification Day
ALB,2016-11-28,Flag and Independence Day
ALB,2016-11-29,Liberation Day
ALB,2016-12-08,National Youth Day
ALB,2016-12-25,Christmas Day
ALB,2016-12-26,Christmas Day (observed)
ALB,2017-01-01,New Year's Day
ALB,2017-01-02,New Year's Day
ALB,2017-01-03,New Year's Day (observed)
ALB,2017-03-14,Summer Day
ALB,2017-03-22,Nowruz Day
ALB,2017-04-16,Catholic Easter Sunday; Orthodox Easter Sunday
ALB,2017-04-17,Catholic Easter Sunday (observed); Orthodox Easter Sunday (observed)
ALB,2017-05-01,International Workers' Day
ALB,2017-06-25,Eid al-Fitr (estimated)
ALB,2017-06-26,"Eid al-Fitr (observed, estimated)"
ALB,2017-09-01,Eid al-Adha (estimated)
ALB,2017-10-19,Mother Teresa Beatification Day
ALB,2017-11-28,Flag and Independence Day
ALB,2017-11-29,Liberation Day
ALB,2017-12-08,National Youth Day
ALB,2017-12-25,Christmas Day
ALB,2018-01-01,New Year's Day
ALB,2018-01-02,New Year's Day
ALB,2018-03-14,Summer Day
ALB,2018-03-22,Nowruz Day
ALB,2018-04-01,Catholic Easter Sunday
ALB,2018-04-02,Catholic Easter Sunday (observed)
ALB,2018-04-08,Orthodox Easter Sunday
ALB,2018-04-09,Orthodox Easter Sunday (observed)
ALB,2018-05-01,International Workers' Day
ALB,2018-06-15,Eid al-Fitr
ALB,2018-08-21,Eid al-Adha
ALB,2018-09-05,Mother Teresa Canonization Day
ALB,2018-11-28,Flag and Independence Day
ALB,2018-11-29,Liberation Day
ALB,2018-12-08,National Youth Day
ALB,2018-12-10,National Youth Day (observed)
ALB,2018-12-25,Christmas Day
ALB,2019-01-01,New Year's Day
ALB,2019-01-02,New Year's Day
ALB,2019-03-14,Summer Day
ALB,2019-03-22,Nowruz Day
ALB,2019-04-21,Catholic Easter Sunday
ALB,2019-04-22,Catholic Easter Sunday (observed)
ALB,2019-04-28,Orthodox Easter Sunday
ALB,2019-04-29,Orthodox Easter Sunday (observed)
ALB,2019-05-01,International Workers' Day
ALB,2019-06-04,Eid al-Fitr
ALB,2019-08-11,Eid al-Adha
ALB,2019-08-12,Eid al-Adha (observed)
ALB,2019-09-05,Mother Teresa Canonization Day
ALB,2019-11-28,Flag and Independence Day
ALB,2019-11-29,Liberation Day
ALB,2019-12-08,National Youth Day
ALB,2019-12-09,National Youth Day (observed)
ALB,2019-12-25,Christmas Day
ALB,2020-01-01,New Year's Day
ALB,2020-01-02,New Year's Day
ALB,2020-01-03,Public Holiday
ALB,2020-03-14,Summer Day
ALB,2020-03-16,Summer Day (observed)
ALB,2020-03-22,Nowruz Day
ALB,2020-03-23,Nowruz Day (observed)
ALB,2020-04-12,Catholic Easter Sunday
ALB,2020-04-13,Catholic Easter Sunday (observed)
ALB,2020-04-19,Orthodox Easter Sunday
ALB,2020-04-20,Orthodox Easter Sunday (observed)
ALB,2020-05-01,International Workers' Day
ALB,2020-05-24,Eid al-Fitr
ALB,2020-05-25,Eid al-Fitr (observed)
ALB,2020-07-31,Eid al-Adha
ALB,2020-09-05,Mother Teresa Canonization Day
ALB,2020-09-07,Mother Teresa Canonization Day (observed)
ALB,2020-11-28,Flag and Independence Day
ALB,2020-11-29,Liberation Day
ALB,2020-11-30,Flag and Independence Day (observed)
ALB,2020-12-01,Liberation Day (observed)
ALB,2020-12-08,National Youth Day
ALB,2020-12-25,Christmas Day
ALB,2021-01-01,New Year's Day
ALB,2021-01-02,New Year's Day
ALB,2021-01-04,New Year's Day (observed)
ALB,2021-03-14,Summer Day
ALB,2021-03-15,Summer Day (observed)
ALB,2021-03-22,Nowruz Day
ALB,2021-04-04,Catholic Easter Sunday
ALB,2021-04-05,Catholic Easter Sunday (observed)
ALB,2021-05-01,International Workers' Day
ALB,2021-05-02,Orthodox Easter Sunday
ALB,2021-05-03,International Workers' Day (observed)
ALB,2021-05-04,Orthodox Easter Sunday (observed)
ALB,2021-05-13,Eid al-Fitr
ALB,2021-07-20,Eid al-Adha
ALB,2021-09-05,Mother Teresa Canonization Day
ALB,2021-09-06,Mother Teresa Canonization Day (observed)
ALB,2021-11-28,Flag and Independence Day
ALB,2021-11-29,Liberation Day
ALB,2021-11-30,Flag and Independence Day (observed)
ALB,2021-12-08,National Youth Day
ALB,2021-12-25,Christmas Day
ALB,2021-12-27,Christmas Day (observed)
ALB,2022-01-01,New Year's Day
ALB,2022-01-02,New Year's Day
ALB,2022-01-03,New Year's Day (observed)
ALB,2022-01-04,New Year's Day (observed)
ALB,2022-03-14,Summer Day
ALB,2022-03-21,Public Holiday
ALB,2022-03-22,Nowruz Day
ALB,2022-04-17,Catholic Easter Sunday
ALB,2022-04-18,Catholic Easter Sunday (observed)
ALB,2022-04-24,Orthodox Easter Sunday
ALB,2022-04-25,Orthodox Easter Sunday (observed)
ALB,2022-05-01,International Workers' Day
ALB,2022-05-02,Eid al-Fitr
ALB,2022-05-03,International Workers' Day (observed)
ALB,2022-07-09,Eid al-Adha
ALB,2022-07-11,Eid al-Adha (observed)
ALB,2022-09-05,Mother Teresa Canonization Day
ALB,2022-11-28,Flag and Independence Day
ALB,2022-11-29,Liberation Day
ALB,2022-12-08,National Youth Day
ALB,2022-12-25,Christmas Day
ALB,2022-12-26,Christmas Day (observed)
ALB,2023-01-01,New Year's Day
ALB,2023-01-02,New Year's Day
ALB,2023-01-03,New Year's Day (observed)
ALB,2023-03-14,Summer Day
ALB,2023-03-22,Nowruz Day
ALB,2023-04-09,Catholic Easter Sunday
ALB,2023-04-10,Catholic Easter Sunday (observed)
ALB,2023-04-16,Orthodox Easter Sunday
ALB,2023-04-17,Orthodox Easter Sunday (observed)
ALB,2023-04-21,Eid al-Fitr
ALB,2023-05-01,International Workers' Day
ALB,2023-06-28,Eid al-Adha
ALB,2023-09-05,Mother Teresa Canonization Day
ALB,2023-11-28,Flag and Independence Day
ALB,2023-11-29,Liberation Day
ALB,2023-12-08,National Youth Day
ALB,2023-12-25,Christmas Day
ALB,2024-01-01,New Year's Day
ALB,2024-01-02,New Year's Day
ALB,2024-03-14,Summer Day
ALB,2024-03-15,Public Holiday
ALB,2024-03-22,Nowruz Day
ALB,2024-03-31,Catholic Easter Sunday
ALB,2024-04-01,Catholic Easter Sunday (observed)
ALB,2024-04-10,Eid al-Fitr
ALB,2024-05-01,International Workers' Day
ALB,2024-05-05,Orthodox Easter Sunday
ALB,2024-05-06,Orthodox Easter Sunday (observed)
ALB,2024-06-16,Eid al-Adha
ALB,2024-06-17,Eid al-Adha (observed)
ALB,2024-09-05,Mother Teresa Canonization Day
ALB,2024-11-22,Alphabet Day
ALB,2024-11-28,Flag and Independence Day
ALB,2024-11-29,Liberation Day
ALB,2024-12-08,National Youth Day
ALB,2024-12-09,National Youth Day (observed)
ALB,2024-12-25,Christmas Day
ALB,2025-01-01,New Year's Day
ALB,2025-01-02,New Year's Day
ALB,2025-03-14,Summer Day
ALB,2025-03-22,Nowruz Day
ALB,2025-03-24,Nowruz Day (observed)
ALB,2025-03-30,Eid al-Fitr
ALB,2025-03-31,Eid al-Fitr (observed)
ALB,2025-04-20,Catholic Easter Sunday; Orthodox Easter Sunday
ALB,2025-04-21,Catholic Easter Sunday (observed); Orthodox Easter Sunday (observed)
ALB,2025-05-01,International Workers' Day
ALB,2025-06-06,Eid al-Adha
ALB,2025-09-05,Mother Teresa Canonization Day
ALB,2025-11-22,Alphabet Day
ALB,2025-11-24,Alphabet Day (observed)
ALB,2025-11-28,Flag and Independence Day
ALB,2025-11-29,Liberation Day
ALB,2025-12-01,Liberation Day (observed)
ALB,2025-12-08,National Youth Day
ALB,2025-12-25,Christmas Day
ALB,2026-01-01,New Year's Day
ALB,2026-01-02,New Year's Day
ALB,2026-03-14,Summer Day
ALB,2026-03-16,Summer Day (observed)
ALB,2026-03-20,Eid al-Fitr (estimated)
ALB,2026-03-22,Nowruz Day
ALB,2026-03-23,Nowruz Day (observed)
ALB,2026-04-05,Catholic Easter Sunday
ALB,2026-04-06,Catholic Easter Sunday (observed)
ALB,2026-04-12,Orthodox Easter Sunday
ALB,2026-04-13,Orthodox Easter Sunday (observed)
ALB,2026-05-01,International Workers' Day
ALB,2026-05-27,Eid al-Adha (estimated)
ALB,2026-09-05,Mother Teresa Canonization Day
ALB,2026-09-07,Mother Teresa Canonization Day (observed)
ALB,2026-11-22,Alphabet Day
ALB,2026-11-23,Alphabet Day (observed)
ALB,2026-11-28,Flag and Independence Day
ALB,2026-11-29,Liberation Day
ALB,2026-11-30,Flag and Independence Day (observed)
ALB,2026-12-01,Liberation Day (observed)
ALB,2026-12-08,National Youth Day
ALB,2026-12-25,Christmas Day
AND,2015-01-01,New Year's Day
AND,2015-01-06,Epiphany
AND,2015-02-16,Carnival
AND,2015-03-14,Constitution Day
AND,2015-04-03,Good Friday
AND,2015-04-06,Easter Monday
AND,2015-05-01,Labor Day
AND,2015-05-25,Whit Monday
AND,2015-08-15,Assumption Day
AND,2015-09-08,Our Lady of Meritxell
AND,2015-11-01,All Saints' Day
AND,2015-12-08,Immaculate Conception
AND,2015-12-25,Christmas Day
AND,2015-12-26,Saint Stephen's Day
AND,2016-01-01,New Year's Day
AND,2016-01-06,Epiphany
AND,2016-02-08,Carnival
AND,2016-03-14,Constitution Day
AND,2016-03-25,Good Friday
AND,2016-03-28,Easter Monday
AND,2016-05-01,Labor Day
AND,2016-05-16,Whit Monday
AND,2016-08-15,Assumption Day
AND,2016-09-08,Our Lady of Meritxell
AND,2016-11-01,All Saints' Day
AND,2016-12-08,Immaculate Conception
AND,2016-12-25,Christmas Day
AND,2016-12-26,Saint Stephen's Day
AND,2017-01-01,New Year's Day
AND,2017-01-06,Epiphany
AND,2017-02-27,Carnival
AND,2017-03-14,Constitution Day
AND,2017-04-14,Good Friday
AND,2017-04-17,Easter Monday
AND,2017-05-01,Labor Day
AND,2017-06-05,Whit Monday
AND,2017-08-15,Assumption Day
AND,2017-09-08,Our Lady of Meritxell
AND,2017-11-01,All Saints' Day
AND,2017-12-08,Immaculate Conception
AND,2017-12-25,Christmas Day
AND,2017-12-26,Saint Stephen's Day
AND,2018-01-01,New Year's Day
AND,2018-01-06,Epiphany
AND,2018-02-12,Carnival
AND,2018-03-14,Constitution Day
AND,2018-03-30,Good Friday
AND,2018-04-02,Easter Monday
AND,2018-05-01,Labor Day
AND,2018-05-21,Whit Monday
AND,2018-08-15,Assumption Day
AND,2018-09-08,Our Lady of Meritxell
AND,2018-11-01,All Saints' Day
AND,2018-12-08,Immaculate Conception
AND,2018-12-25,Christmas Day
AND,2018-12-26,Saint Stephen's Day
AND,2019-01-01,New Year's Day
AND,2019-01-06,Epiphany
AND,2019-03-04,Carnival
AND,2019-03-14,Constitution Day
AND,2019-04-19,Good Friday
AND,2019-04-22,Easter Monday
AND,2019-05-01,Labor Day
AND,2019-06-10,Whit Monday
AND,2019-08-15,Assumption Day
AND,2019-09-08,Our Lady of Meritxell
AND,2019-11-01,All Saints' Day
AND,2019-12-08,Immaculate Conception
AND,2019-12-25,Christmas Day
AND,2019-12-26,Saint Stephen's Day
AND,2020-01-01,New Year's Day
AND,2020-01-06,Epiphany
AND,2020-02-24,Carnival
AND,2020-03-14,Constitution Day
AND,2020-04-10,Good Friday
AND,2020-04-13,Easter Monday
AND,2020-05-01,Labor Day
AND,2020-06-01,Whit Monday
AND,2020-08-15,Assumption Day
AND,2020-09-08,Our Lady of Meritxell
AND,2020-11-01,All Saints' Day
AND,2020-12-08,Immaculate Conception
AND,2020-12-25,Christmas Day
AND,2020-12-26,Saint Stephen's Day
AND,2021-01-01,New Year's Day
AND,2021-01-06,Epiphany
AND,2021-02-15,Carnival
AND,2021-03-14,Constitution Day
AND,2021-04-02,Good Friday
AND,2021-04-05,Easter Monday
AND,2021-05-01,Labor Day
AND,2021-05-24,Whit Monday
AND,2021-08-15,Assumption Day
AND,2021-09-08,Our Lady of Meritxell
AND,2021-11-01,All Saints' Day
AND,2021-12-08,Immaculate Conception
AND,2021-12-25,Christmas Day
AND,2021-12-26,Saint Stephen's Day
AND,2022-01-01,New Year's Day
AND,2022-01-06,Epiphany
AND,2022-02-28,Carnival
AND,2022-03-14,Constitution Day
AND,2022-04-15,Good Friday
AND,2022-04-18,Easter Monday
AND,2022-05-01,Labor Day
AND,2022-06-06,Whit Monday
AND,2022-08-15,Assumption Day
AND,2022-09-08,Our Lady of Meritxell
AND,2022-11-01,All Saints' Day
AND,2022-12-08,Immaculate Conception
AND,2022-12-25,Christmas Day
AND,2022-12-26,Saint Stephen's Day
AND,2023-01-01,New Year's Day
AND,2023-01-06,Epiphany
AND,2023-02-20,Carnival
AND,2023-03-14,Constitution Day
AND,2023-04-07,Good Friday
AND,2023-04-10,Easter Monday
AND,2023-05-01,Labor Day
AND,2023-05-29,Whit Monday
AND,2023-08-15,Assumption Day
AND,2023-09-08,Our Lady of Meritxell
AND,2023-11-01,All Saints' Day
AND,2023-12-08,Immaculate Conception
AND,2023-12-25,Christmas Day
AND,2023-12-26,Saint Stephen's Day
AND,2024-01-01,New Year's Day
AND,2024-01-06,Epiphany
AND,2024-02-12,Carnival
AND,2024-03-14,Constitution Day
AND,2024-03-29,Good Friday
AND,2024-04-01,Easter Monday
AND,2024-05-01,Labor Day
AND,2024-05-20,Whit Monday
AND,2024-08-15,Assumption Day
AND,2024-09-08,Our Lady of Meritxell
AND,2024-11-01,All Saints' Day
AND,2024-12-08,Immaculate Conception
AND,2024-12-25,Christmas Day
AND,2024-12-26,Saint Stephen's Day
AND,2025-01-01,New Year's Day
AND,2025-01-06,Epiphany
AND,2025-03-03,Carnival
AND,2025-03-14,Constitution Day
AND,2025-04-18,Good Friday
AND,2025-04-21,Easter Monday
AND,2025-05-01,Labor Day
AND,2025-06-09,Whit Monday
AND,2025-08-15,Assumption Day
AND,2025-09-08,Our Lady of Meritxell
AND,2025-11-01,All Saints' Day
AND,2025-12-08,Immaculate Conception
AND,2025-12-25,Christmas Day
AND,2025-12-26,Saint Stephen's Day
AND,2026-01-01,New Year's Day
AND,2026-01-06,Epiphany
AND,2026-02-16,Carnival
AND,2026-03-14,Constitution Day
AND,2026-04-03,Good Friday
AND,2026-04-06,Easter Monday
AND,2026-05-01,Labor Day
AND,2026-05-25,Whit Monday
AND,2026-08-15,Assumption Day
AND,2026-09-08,Our Lady of Meritxell
AND,2026-11-01,All Saints' Day
AND,2026-12-08,Immaculate Conception
AND,2026-12-25,Christmas Day
AND,2026-12-26,Saint Stephen's Day
ARE,2015-01-01,New Year's Day
ARE,2015-01-03,Prophet's Birthday (estimated)
ARE,2015-05-16,Isra' and Mi'raj (estimated)
ARE,2015-07-17,Eid al-Fitr (estimated)
ARE,2015-07-18,Eid al-Fitr Holiday (estimated)
ARE,2015-07-19,Eid al-Fitr Holiday (estimated)
ARE,2015-09-22,Arafat Day (estimated)
ARE,2015-09-23,Eid al-Adha (estimated)
ARE,2015-09-24,Eid al-Adha Holiday (estimated)
ARE,2015-09-25,Eid al-Adha Holiday (estimated)
ARE,2015-10-14,Islamic New Year (estimated)
ARE,2015-11-30,Commemoration Day
ARE,2015-12-02,National Day
ARE,2015-12-03,National Day
ARE,2015-12-23,Prophet's Birthday (estimated)
ARE,2016-01-01,New Year's Day
ARE,2016-05-04,Isra' and Mi'raj (estimated)
ARE,2016-07-06,Eid al-Fitr (estimated)
ARE,2016-07-07,Eid al-Fitr Holiday (estimated)
ARE,2016-07-08,Eid al-Fitr Holiday (estimated)
ARE,2016-09-10,Arafat Day (estimated)
ARE,2016-09-11,Eid al-Adha (estimated)
ARE,2016-09-12,Eid al-Adha Holiday (estimated)
ARE,2016-09-13,Eid al-Adha Holiday (estimated)
ARE,2016-10-02,Islamic New Year (estimated)
ARE,2016-11-30,Commemoration Day
ARE,2016-12-02,National Day
ARE,2016-12-03,National Day
ARE,2016-12-11,Prophet's Birthday (estimated)
ARE,2017-01-01,New Year's Day
ARE,2017-04-23,Isra' and Mi'raj
ARE,2017-06-25,Eid al-Fitr
ARE,2017-06-26,Eid al-Fitr Holiday
ARE,2017-06-27,Eid al-Fitr Holiday
ARE,2017-08-31,Arafat Day
ARE,2017-09-01,Eid al-Adha
ARE,2017-09-02,Eid al-Adha Holiday
ARE,2017-09-03,Eid al-Adha Holiday
ARE,2017-09-22,Islamic New Year
ARE,2017-11-30,Commemoration Day; Prophet's Birthday
ARE,2017-12-02,National Day
ARE,2017-12-03,National Day
ARE,2018-01-01,New Year's Day
ARE,2018-04-14,Isra' and Mi'raj
ARE,2018-06-15,Eid al-Fitr
ARE,2018-06-16,Eid al-Fitr Holiday
ARE,2018-06-17,Eid al-Fitr Holiday
ARE,2018-08-21,Arafat Day
ARE,2018-08-22,Eid al-Adha
ARE,2018-08-23,Eid al-Adha Holiday
ARE,2018-08-24,Eid al-Adha Holiday
ARE,2018-09-11,Islamic New Year
ARE,2018-11-18,Prophet's Birthday
ARE,2018-11-30,Commemoration Day
ARE,2018-12-02,National Day
ARE,2018-12-03,National Day
ARE,2019-01-01,New Year's Day
